model_size,question_type,design,criteria,material,mean_error
1.5,chain-of-thought,underwater component,lightweight,glass,3.0
1.5,chain-of-thought,underwater component,lightweight,wood,6.472972972972973
1.5,chain-of-thought,underwater component,lightweight,thermoplastic,4.72972972972973
1.5,chain-of-thought,underwater component,lightweight,elastomer,5.878378378378378
1.5,chain-of-thought,underwater component,lightweight,thermoset,4.716216216216216
1.5,chain-of-thought,underwater component,lightweight,composite,0.6351351351351351
1.5,chain-of-thought,underwater component,heat resistant,steel,4.394736842105263
1.5,chain-of-thought,underwater component,heat resistant,aluminum,1.644736842105263
1.5,chain-of-thought,underwater component,heat resistant,titanium,1.736842105263158
1.5,chain-of-thought,underwater component,heat resistant,glass,5.105263157894737
1.5,chain-of-thought,underwater component,heat resistant,wood,0.02631578947368421
1.5,chain-of-thought,underwater component,heat resistant,thermoplastic,3.75
1.5,chain-of-thought,underwater component,heat resistant,elastomer,1.513157894736842
1.5,chain-of-thought,underwater component,heat resistant,thermoset,2.8421052631578947
1.5,chain-of-thought,underwater component,heat resistant,composite,0.6973684210526315
1.5,chain-of-thought,underwater component,corrosion resistant,steel,1.7564102564102564
1.5,chain-of-thought,underwater component,corrosion resistant,aluminum,2.5256410256410255
1.5,chain-of-thought,underwater component,corrosion resistant,titanium,0.01282051282051282
1.5,chain-of-thought,underwater component,corrosion resistant,glass,1.0384615384615385
1.5,chain-of-thought,underwater component,corrosion resistant,wood,0.32051282051282054
1.5,chain-of-thought,underwater component,corrosion resistant,thermoplastic,5.371794871794871
1.5,chain-of-thought,underwater component,corrosion resistant,elastomer,5.705128205128205
1.5,chain-of-thought,underwater component,corrosion resistant,thermoset,4.9743589743589745
1.5,chain-of-thought,underwater component,corrosion resistant,composite,2.871794871794872
1.5,chain-of-thought,underwater component,high strength,steel,4.197183098591549
1.5,chain-of-thought,underwater component,high strength,aluminum,2.8732394366197185
1.5,chain-of-thought,underwater component,high strength,titanium,1.971830985915493
1.5,chain-of-thought,underwater component,high strength,glass,-0.4507042253521127
1.5,chain-of-thought,underwater component,high strength,wood,2.6056338028169015
1.5,chain-of-thought,underwater component,high strength,thermoplastic,2.7464788732394365
1.5,chain-of-thought,underwater component,high strength,elastomer,3.788732394366197
1.5,chain-of-thought,underwater component,high strength,thermoset,3.0140845070422535
1.5,chain-of-thought,underwater component,high strength,composite,3.183098591549296
1.5,chain-of-thought,safety helmet,lightweight,steel,1.4166666666666667
1.5,chain-of-thought,safety helmet,lightweight,aluminum,2.1666666666666665
1.5,chain-of-thought,safety helmet,lightweight,titanium,0.6944444444444444
1.5,chain-of-thought,safety helmet,lightweight,glass,-0.3611111111111111
1.5,chain-of-thought,safety helmet,lightweight,wood,0.3888888888888889
1.5,chain-of-thought,safety helmet,lightweight,thermoplastic,5.958333333333333
1.5,chain-of-thought,safety helmet,lightweight,elastomer,5.930555555555555
1.5,chain-of-thought,safety helmet,lightweight,thermoset,1.3055555555555556
1.5,chain-of-thought,safety helmet,lightweight,composite,3.375
1.5,chain-of-thought,safety helmet,heat resistant,steel,5.915492957746479
1.5,chain-of-thought,safety helmet,heat resistant,aluminum,3.056338028169014
1.5,chain-of-thought,safety helmet,heat resistant,titanium,2.9295774647887325
1.5,chain-of-thought,safety helmet,heat resistant,glass,0.9436619718309859
1.5,chain-of-thought,safety helmet,heat resistant,wood,-0.5915492957746479
1.5,chain-of-thought,safety helmet,heat resistant,thermoplastic,1.8591549295774648
1.5,chain-of-thought,safety helmet,heat resistant,elastomer,3.6056338028169015
1.5,chain-of-thought,safety helmet,heat resistant,thermoset,5.309859154929577
1.5,chain-of-thought,safety helmet,heat resistant,composite,0.6338028169014085
1.5,chain-of-thought,safety helmet,corrosion resistant,steel,1.0277777777777777
1.5,chain-of-thought,safety helmet,corrosion resistant,aluminum,3.5833333333333335
1.5,chain-of-thought,safety helmet,corrosion resistant,titanium,4.138888888888889
1.5,chain-of-thought,safety helmet,corrosion resistant,glass,0.2361111111111111
1.5,chain-of-thought,safety helmet,corrosion resistant,wood,-0.9444444444444444
1.5,chain-of-thought,safety helmet,corrosion resistant,thermoplastic,3.638888888888889
1.5,chain-of-thought,safety helmet,corrosion resistant,elastomer,4.277777777777778
1.5,chain-of-thought,safety helmet,corrosion resistant,thermoset,-0.041666666666666664
1.5,chain-of-thought,safety helmet,corrosion resistant,composite,0.9305555555555556
1.5,chain-of-thought,safety helmet,high strength,steel,4.71830985915493
1.5,chain-of-thought,safety helmet,high strength,aluminum,2.211267605633803
1.5,chain-of-thought,safety helmet,high strength,titanium,1.6338028169014085
1.5,chain-of-thought,safety helmet,high strength,glass,4.661971830985915
1.5,chain-of-thought,safety helmet,high strength,wood,1.8169014084507042
1.5,chain-of-thought,safety helmet,high strength,thermoplastic,1.2253521126760563
1.5,chain-of-thought,safety helmet,high strength,elastomer,-1.267605633802817
1.5,chain-of-thought,safety helmet,high strength,thermoset,-1.0422535211267605
1.5,chain-of-thought,safety helmet,high strength,composite,0.7887323943661971
3.0,agentic,kitchen utensil grip,lightweight,steel,-4.635135135135135
3.0,agentic,kitchen utensil grip,lightweight,aluminum,2.2771084337349397
3.0,agentic,kitchen utensil grip,lightweight,titanium,0.7640449438202247
3.0,agentic,kitchen utensil grip,lightweight,glass,-0.8860759493670886
3.0,agentic,kitchen utensil grip,lightweight,wood,2.973684210526316
3.0,agentic,kitchen utensil grip,lightweight,thermoplastic,1.7530864197530864
3.0,agentic,kitchen utensil grip,lightweight,elastomer,8.205479452054794
3.0,agentic,kitchen utensil grip,lightweight,thermoset,-0.6266666666666667
3.0,agentic,kitchen utensil grip,lightweight,composite,1.948051948051948
3.0,agentic,kitchen utensil grip,heat resistant,steel,2.136986301369863
3.0,agentic,kitchen utensil grip,heat resistant,aluminum,3.7945205479452055
3.0,agentic,kitchen utensil grip,heat resistant,titanium,5.041095890410959
3.0,agentic,kitchen utensil grip,heat resistant,glass,-2.1506849315068495
3.0,agentic,kitchen utensil grip,heat resistant,wood,-0.9726027397260274
3.0,agentic,kitchen utensil grip,heat resistant,thermoplastic,-3.3424657534246576
3.0,agentic,kitchen utensil grip,heat resistant,elastomer,-4.835616438356165
3.0,agentic,kitchen utensil grip,heat resistant,thermoset,4.575342465753424
3.0,agentic,kitchen utensil grip,heat resistant,composite,1.1232876712328768
3.0,agentic,kitchen utensil grip,corrosion resistant,steel,5.47945205479452
3.0,agentic,kitchen utensil grip,corrosion resistant,aluminum,5.068493150684931
3.0,agentic,kitchen utensil grip,corrosion resistant,titanium,-0.0547945205479452
3.0,agentic,kitchen utensil grip,corrosion resistant,glass,0.5205479452054794
3.0,agentic,kitchen utensil grip,corrosion resistant,wood,1.643835616438356
3.0,agentic,kitchen utensil grip,corrosion resistant,thermoplastic,-4.410958904109589
3.0,agentic,kitchen utensil grip,corrosion resistant,elastomer,0.958904109589041
3.0,agentic,kitchen utensil grip,corrosion resistant,thermoset,1.8082191780821917
3.0,agentic,kitchen utensil grip,corrosion resistant,composite,2.3013698630136985
3.0,agentic,kitchen utensil grip,high strength,steel,5.891891891891892
3.0,agentic,kitchen utensil grip,high strength,aluminum,3.7432432432432434
3.0,agentic,kitchen utensil grip,high strength,titanium,1.1756756756756757
3.0,agentic,kitchen utensil grip,high strength,glass,-6.472972972972973
3.0,agentic,kitchen utensil grip,high strength,wood,1.7027027027027026
3.0,agentic,kitchen utensil grip,high strength,thermoplastic,-7.013513513513513
3.0,agentic,kitchen utensil grip,high strength,elastomer,-3.081081081081081
3.0,agentic,kitchen utensil grip,high strength,thermoset,3.472972972972973
3.0,agentic,kitchen utensil grip,high strength,composite,2.554054054054054
3.0,agentic,spacecraft component,lightweight,steel,-6.957746478873239
3.0,agentic,spacecraft component,lightweight,aluminum,3.9295774647887325
3.0,agentic,spacecraft component,lightweight,titanium,2.563380281690141
3.0,agentic,spacecraft component,lightweight,glass,2.4507042253521125
3.0,agentic,spacecraft component,lightweight,wood,-4.71830985915493
3.0,agentic,spacecraft component,lightweight,thermoplastic,-0.5774647887323944
3.0,agentic,spacecraft component,lightweight,elastomer,1.7183098591549295
3.0,agentic,spacecraft component,lightweight,thermoset,-1.6338028169014085
3.0,agentic,spacecraft component,lightweight,composite,3.1971830985915495
3.0,agentic,spacecraft component,heat resistant,steel,-0.13333333333333333
3.0,agentic,spacecraft component,heat resistant,aluminum,-2.1066666666666665
3.0,agentic,spacecraft component,heat resistant,titanium,3.2666666666666666
3.0,agentic,spacecraft component,heat resistant,glass,7.973333333333334
3.0,agentic,spacecraft component,heat resistant,wood,-0.013333333333333334
3.0,agentic,spacecraft component,heat resistant,thermoplastic,-4.626666666666667
3.0,agentic,spacecraft component,heat resistant,elastomer,1.5066666666666666
3.0,agentic,spacecraft component,heat resistant,thermoset,-1.4666666666666666
3.0,agentic,spacecraft component,heat resistant,composite,2.1733333333333333
3.0,agentic,spacecraft component,corrosion resistant,steel,-1.4057971014492754
3.0,agentic,spacecraft component,corrosion resistant,aluminum,-5.6521739130434785
3.0,agentic,spacecraft component,corrosion resistant,titanium,2.2318840579710146
3.0,agentic,spacecraft component,corrosion resistant,glass,-4.086956521739131
3.0,agentic,spacecraft component,corrosion resistant,wood,-1.2173913043478262
3.0,agentic,spacecraft component,corrosion resistant,thermoplastic,-2.927536231884058
3.0,agentic,spacecraft component,corrosion resistant,elastomer,2.9130434782608696
3.0,agentic,spacecraft component,corrosion resistant,thermoset,3.739130434782609
3.0,agentic,spacecraft component,corrosion resistant,composite,4.188405797101449
3.0,agentic,spacecraft component,high strength,steel,6.164383561643835
3.0,agentic,spacecraft component,high strength,aluminum,0.3150684931506849
3.0,agentic,spacecraft component,high strength,titanium,2.1095890410958904
3.0,agentic,spacecraft component,high strength,glass,4.876712328767123
3.0,agentic,spacecraft component,high strength,wood,-1.8082191780821917
3.0,agentic,spacecraft component,high strength,thermoplastic,-5.671232876712328
3.0,agentic,spacecraft component,high strength,elastomer,-4.684931506849315
3.0,agentic,spacecraft component,high strength,thermoset,-0.547945205479452
3.0,agentic,spacecraft component,high strength,composite,2.506849315068493
3.0,agentic,underwater component,lightweight,steel,-6.648648648648648
3.0,agentic,underwater component,lightweight,aluminum,3.5135135135135136
3.0,agentic,underwater component,lightweight,titanium,-0.6891891891891891
3.0,agentic,underwater component,lightweight,glass,8.0
3.0,agentic,underwater component,lightweight,wood,-1.527027027027027
3.0,agentic,underwater component,lightweight,thermoplastic,-3.27027027027027
3.0,agentic,underwater component,lightweight,elastomer,0.8783783783783784
3.0,agentic,underwater component,lightweight,thermoset,3.7162162162162162
3.0,agentic,underwater component,lightweight,composite,2.635135135135135
3.0,agentic,underwater component,heat resistant,steel,1.394736842105263
3.0,agentic,underwater component,heat resistant,aluminum,3.6447368421052633
3.0,agentic,underwater component,heat resistant,titanium,2.736842105263158
3.0,agentic,underwater component,heat resistant,glass,7.105263157894737
3.0,agentic,underwater component,heat resistant,wood,-1.9736842105263157
3.0,agentic,underwater component,heat resistant,thermoplastic,-4.25
3.0,agentic,underwater component,heat resistant,elastomer,-0.4868421052631579
3.0,agentic,underwater component,heat resistant,thermoset,-4.157894736842105
3.0,agentic,underwater component,heat resistant,composite,0.6973684210526315
3.0,agentic,underwater component,corrosion resistant,steel,-1.2435897435897436
3.0,agentic,underwater component,corrosion resistant,aluminum,1.5256410256410255
3.0,agentic,underwater component,corrosion resistant,titanium,-0.9871794871794872
3.0,agentic,underwater component,corrosion resistant,glass,-3.9615384615384617
3.0,agentic,underwater component,corrosion resistant,wood,-1.6794871794871795
3.0,agentic,underwater component,corrosion resistant,thermoplastic,-2.628205128205128
3.0,agentic,underwater component,corrosion resistant,elastomer,2.7051282051282053
3.0,agentic,underwater component,corrosion resistant,thermoset,6.9743589743589745
3.0,agentic,underwater component,corrosion resistant,composite,2.871794871794872
3.0,agentic,underwater component,high strength,steel,3.1971830985915495
3.0,agentic,underwater component,high strength,aluminum,-2.1267605633802815
3.0,agentic,underwater component,high strength,titanium,-3.028169014084507
3.0,agentic,underwater component,high strength,glass,1.5492957746478873
3.0,agentic,underwater component,high strength,wood,-2.3943661971830985
3.0,agentic,underwater component,high strength,thermoplastic,-5.253521126760563
3.0,agentic,underwater component,high strength,elastomer,-4.211267605633803
3.0,agentic,underwater component,high strength,thermoset,0.014084507042253521
3.0,agentic,underwater component,high strength,composite,3.183098591549296
3.0,agentic,safety helmet,lightweight,steel,-6.583333333333333
3.0,agentic,safety helmet,lightweight,aluminum,4.166666666666667
3.0,agentic,safety helmet,lightweight,titanium,1.6944444444444444
3.0,agentic,safety helmet,lightweight,glass,-2.361111111111111
3.0,agentic,safety helmet,lightweight,wood,3.388888888888889
3.0,agentic,safety helmet,lightweight,thermoplastic,-3.0416666666666665
3.0,agentic,safety helmet,lightweight,elastomer,0.9305555555555556
3.0,agentic,safety helmet,lightweight,thermoset,-3.6944444444444446
3.0,agentic,safety helmet,lightweight,composite,3.375
3.0,agentic,safety helmet,heat resistant,steel,0.9154929577464789
3.0,agentic,safety helmet,heat resistant,aluminum,3.056338028169014
3.0,agentic,safety helmet,heat resistant,titanium,4.929577464788732
3.0,agentic,safety helmet,heat resistant,glass,-1.056338028169014
3.0,agentic,safety helmet,heat resistant,wood,-2.591549295774648
3.0,agentic,safety helmet,heat resistant,thermoplastic,-6.140845070422535
3.0,agentic,safety helmet,heat resistant,elastomer,0.6056338028169014
3.0,agentic,safety helmet,heat resistant,thermoset,5.309859154929577
3.0,agentic,safety helmet,heat resistant,composite,-3.3661971830985915
3.0,agentic,safety helmet,corrosion resistant,steel,-3.9722222222222223
3.0,agentic,safety helmet,corrosion resistant,aluminum,-1.4166666666666667
3.0,agentic,safety helmet,corrosion resistant,titanium,4.138888888888889
3.0,agentic,safety helmet,corrosion resistant,glass,-2.763888888888889
3.0,agentic,safety helmet,corrosion resistant,wood,-2.9444444444444446
3.0,agentic,safety helmet,corrosion resistant,thermoplastic,0.6388888888888888
3.0,agentic,safety helmet,corrosion resistant,elastomer,-3.7222222222222223
3.0,agentic,safety helmet,corrosion resistant,thermoset,-5.041666666666667
3.0,agentic,safety helmet,corrosion resistant,composite,-2.0694444444444446
3.0,agentic,safety helmet,high strength,steel,4.71830985915493
3.0,agentic,safety helmet,high strength,aluminum,2.211267605633803
3.0,agentic,safety helmet,high strength,titanium,3.6338028169014085
3.0,agentic,safety helmet,high strength,glass,6.661971830985915
3.0,agentic,safety helmet,high strength,wood,-0.18309859154929578
3.0,agentic,safety helmet,high strength,thermoplastic,-6.774647887323944
3.0,agentic,safety helmet,high strength,elastomer,-5.267605633802817
3.0,agentic,safety helmet,high strength,thermoset,0.9577464788732394
3.0,agentic,safety helmet,high strength,composite,1.7887323943661972
3.0,zero-shot,kitchen utensil grip,lightweight,steel,-2.635135135135135
3.0,zero-shot,kitchen utensil grip,lightweight,aluminum,-2.7228915662650603
3.0,zero-shot,kitchen utensil grip,lightweight,titanium,0.7640449438202247
3.0,zero-shot,kitchen utensil grip,lightweight,glass,-0.8860759493670886
3.0,zero-shot,kitchen utensil grip,lightweight,wood,1.9736842105263157
3.0,zero-shot,kitchen utensil grip,lightweight,thermoplastic,4.753086419753086
3.0,zero-shot,kitchen utensil grip,lightweight,elastomer,3.2054794520547945
3.0,zero-shot,kitchen utensil grip,lightweight,thermoset,2.3733333333333335
3.0,zero-shot,kitchen utensil grip,lightweight,composite,-2.051948051948052
3.0,zero-shot,kitchen utensil grip,heat resistant,steel,0.136986301369863
3.0,zero-shot,kitchen utensil grip,heat resistant,aluminum,-2.2054794520547945
3.0,zero-shot,kitchen utensil grip,heat resistant,titanium,5.041095890410959
3.0,zero-shot,kitchen utensil grip,heat resistant,glass,-2.1506849315068495
3.0,zero-shot,kitchen utensil grip,heat resistant,wood,-2.9726027397260273
3.0,zero-shot,kitchen utensil grip,heat resistant,thermoplastic,2.6575342465753424
3.0,zero-shot,kitchen utensil grip,heat resistant,elastomer,2.164383561643836
3.0,zero-shot,kitchen utensil grip,heat resistant,thermoset,1.5753424657534247
3.0,zero-shot,kitchen utensil grip,heat resistant,composite,0.1232876712328767
3.0,zero-shot,kitchen utensil grip,corrosion resistant,steel,-0.5205479452054794
3.0,zero-shot,kitchen utensil grip,corrosion resistant,aluminum,-1.9315068493150684
3.0,zero-shot,kitchen utensil grip,corrosion resistant,titanium,4.945205479452055
3.0,zero-shot,kitchen utensil grip,corrosion resistant,glass,-4.47945205479452
3.0,zero-shot,kitchen utensil grip,corrosion resistant,wood,-2.356164383561644
3.0,zero-shot,kitchen utensil grip,corrosion resistant,thermoplastic,0.589041095890411
3.0,zero-shot,kitchen utensil grip,corrosion resistant,elastomer,-0.0410958904109589
3.0,zero-shot,kitchen utensil grip,corrosion resistant,thermoset,-0.1917808219178082
3.0,zero-shot,kitchen utensil grip,corrosion resistant,composite,2.3013698630136985
3.0,zero-shot,kitchen utensil grip,high strength,steel,3.891891891891892
3.0,zero-shot,kitchen utensil grip,high strength,aluminum,-1.2567567567567568
3.0,zero-shot,kitchen utensil grip,high strength,titanium,3.175675675675676
3.0,zero-shot,kitchen utensil grip,high strength,glass,-6.472972972972973
3.0,zero-shot,kitchen utensil grip,high strength,wood,-3.2972972972972974
3.0,zero-shot,kitchen utensil grip,high strength,thermoplastic,-0.013513513513513514
3.0,zero-shot,kitchen utensil grip,high strength,elastomer,-3.081081081081081
3.0,zero-shot,kitchen utensil grip,high strength,thermoset,1.472972972972973
3.0,zero-shot,kitchen utensil grip,high strength,composite,0.5540540540540541
3.0,zero-shot,spacecraft component,lightweight,steel,-3.9577464788732395
3.0,zero-shot,spacecraft component,lightweight,aluminum,0.9295774647887324
3.0,zero-shot,spacecraft component,lightweight,titanium,0.5633802816901409
3.0,zero-shot,spacecraft component,lightweight,glass,-0.5492957746478874
3.0,zero-shot,spacecraft component,lightweight,wood,-1.7183098591549295
3.0,zero-shot,spacecraft component,lightweight,thermoplastic,3.4225352112676055
3.0,zero-shot,spacecraft component,lightweight,elastomer,0.7183098591549296
3.0,zero-shot,spacecraft component,lightweight,thermoset,0.36619718309859156
3.0,zero-shot,spacecraft component,lightweight,composite,3.1971830985915495
3.0,zero-shot,spacecraft component,heat resistant,steel,0.8666666666666667
3.0,zero-shot,spacecraft component,heat resistant,aluminum,-5.1066666666666665
3.0,zero-shot,spacecraft component,heat resistant,titanium,1.2666666666666666
3.0,zero-shot,spacecraft component,heat resistant,glass,0.9733333333333334
3.0,zero-shot,spacecraft component,heat resistant,wood,-2.013333333333333
3.0,zero-shot,spacecraft component,heat resistant,thermoplastic,3.3733333333333335
3.0,zero-shot,spacecraft component,heat resistant,elastomer,-0.49333333333333335
3.0,zero-shot,spacecraft component,heat resistant,thermoset,3.533333333333333
3.0,zero-shot,spacecraft component,heat resistant,composite,0.17333333333333334
3.0,zero-shot,spacecraft component,corrosion resistant,steel,-1.4057971014492754
3.0,zero-shot,spacecraft component,corrosion resistant,aluminum,-1.6521739130434783
3.0,zero-shot,spacecraft component,corrosion resistant,titanium,2.2318840579710146
3.0,zero-shot,spacecraft component,corrosion resistant,glass,-1.0869565217391304
3.0,zero-shot,spacecraft component,corrosion resistant,wood,-1.2173913043478262
3.0,zero-shot,spacecraft component,corrosion resistant,thermoplastic,3.072463768115942
3.0,zero-shot,spacecraft component,corrosion resistant,elastomer,0.9130434782608695
3.0,zero-shot,spacecraft component,corrosion resistant,thermoset,1.7391304347826086
3.0,zero-shot,spacecraft component,corrosion resistant,composite,2.1884057971014492
3.0,zero-shot,spacecraft component,high strength,steel,4.164383561643835
3.0,zero-shot,spacecraft component,high strength,aluminum,-3.684931506849315
3.0,zero-shot,spacecraft component,high strength,titanium,2.1095890410958904
3.0,zero-shot,spacecraft component,high strength,glass,-3.1232876712328768
3.0,zero-shot,spacecraft component,high strength,wood,0.1917808219178082
3.0,zero-shot,spacecraft component,high strength,thermoplastic,2.328767123287671
3.0,zero-shot,spacecraft component,high strength,elastomer,-1.6849315068493151
3.0,zero-shot,spacecraft component,high strength,thermoset,2.452054794520548
3.0,zero-shot,spacecraft component,high strength,composite,0.5068493150684932
3.0,zero-shot,underwater component,lightweight,steel,-3.6486486486486487
3.0,zero-shot,underwater component,lightweight,aluminum,1.5135135135135136
3.0,zero-shot,underwater component,lightweight,titanium,1.3108108108108107
3.0,zero-shot,underwater component,lightweight,glass,1.0
3.0,zero-shot,underwater component,lightweight,wood,1.472972972972973
3.0,zero-shot,underwater component,lightweight,thermoplastic,4.72972972972973
3.0,zero-shot,underwater component,lightweight,elastomer,4.878378378378378
3.0,zero-shot,underwater component,lightweight,thermoset,1.7162162162162162
3.0,zero-shot,underwater component,lightweight,composite,0.6351351351351351
3.0,zero-shot,underwater component,heat resistant,steel,-0.6052631578947368
3.0,zero-shot,underwater component,heat resistant,aluminum,-3.3552631578947367
3.0,zero-shot,underwater component,heat resistant,titanium,2.736842105263158
3.0,zero-shot,underwater component,heat resistant,glass,3.1052631578947367
3.0,zero-shot,underwater component,heat resistant,wood,-1.9736842105263157
3.0,zero-shot,underwater component,heat resistant,thermoplastic,1.75
3.0,zero-shot,underwater component,heat resistant,elastomer,0.5131578947368421
3.0,zero-shot,underwater component,heat resistant,thermoset,3.8421052631578947
3.0,zero-shot,underwater component,heat resistant,composite,0.6973684210526315
3.0,zero-shot,underwater component,corrosion resistant,steel,-2.2435897435897436
3.0,zero-shot,underwater component,corrosion resistant,aluminum,-2.4743589743589745
3.0,zero-shot,underwater component,corrosion resistant,titanium,2.0128205128205128
3.0,zero-shot,underwater component,corrosion resistant,glass,1.0384615384615385
3.0,zero-shot,underwater component,corrosion resistant,wood,-1.6794871794871795
3.0,zero-shot,underwater component,corrosion resistant,thermoplastic,0.3717948717948718
3.0,zero-shot,underwater component,corrosion resistant,elastomer,1.705128205128205
3.0,zero-shot,underwater component,corrosion resistant,thermoset,2.9743589743589745
3.0,zero-shot,underwater component,corrosion resistant,composite,2.871794871794872
3.0,zero-shot,underwater component,high strength,steel,4.197183098591549
3.0,zero-shot,underwater component,high strength,aluminum,-2.1267605633802815
3.0,zero-shot,underwater component,high strength,titanium,1.971830985915493
3.0,zero-shot,underwater component,high strength,glass,-2.4507042253521125
3.0,zero-shot,underwater component,high strength,wood,-2.3943661971830985
3.0,zero-shot,underwater component,high strength,thermoplastic,2.7464788732394365
3.0,zero-shot,underwater component,high strength,elastomer,-1.2112676056338028
3.0,zero-shot,underwater component,high strength,thermoset,2.0140845070422535
3.0,zero-shot,underwater component,high strength,composite,1.1830985915492958
3.0,zero-shot,safety helmet,lightweight,steel,-6.583333333333333
3.0,zero-shot,safety helmet,lightweight,aluminum,1.1666666666666667
3.0,zero-shot,safety helmet,lightweight,titanium,-0.3055555555555556
3.0,zero-shot,safety helmet,lightweight,glass,-2.361111111111111
3.0,zero-shot,safety helmet,lightweight,wood,1.3888888888888888
3.0,zero-shot,safety helmet,lightweight,thermoplastic,4.958333333333333
3.0,zero-shot,safety helmet,lightweight,elastomer,5.930555555555555
3.0,zero-shot,safety helmet,lightweight,thermoset,1.3055555555555556
3.0,zero-shot,safety helmet,lightweight,composite,1.375
3.0,zero-shot,safety helmet,heat resistant,steel,0.9154929577464789
3.0,zero-shot,safety helmet,heat resistant,aluminum,1.056338028169014
3.0,zero-shot,safety helmet,heat resistant,titanium,4.929577464788732
3.0,zero-shot,safety helmet,heat resistant,glass,-1.056338028169014
3.0,zero-shot,safety helmet,heat resistant,wood,0.4084507042253521
3.0,zero-shot,safety helmet,heat resistant,thermoplastic,1.8591549295774648
3.0,zero-shot,safety helmet,heat resistant,elastomer,0.6056338028169014
3.0,zero-shot,safety helmet,heat resistant,thermoset,3.3098591549295775
3.0,zero-shot,safety helmet,heat resistant,composite,-0.36619718309859156
3.0,zero-shot,safety helmet,corrosion resistant,steel,0.027777777777777776
3.0,zero-shot,safety helmet,corrosion resistant,aluminum,1.5833333333333333
3.0,zero-shot,safety helmet,corrosion resistant,titanium,4.138888888888889
3.0,zero-shot,safety helmet,corrosion resistant,glass,-2.763888888888889
3.0,zero-shot,safety helmet,corrosion resistant,wood,-2.9444444444444446
3.0,zero-shot,safety helmet,corrosion resistant,thermoplastic,2.638888888888889
3.0,zero-shot,safety helmet,corrosion resistant,elastomer,1.2777777777777777
3.0,zero-shot,safety helmet,corrosion resistant,thermoset,2.9583333333333335
3.0,zero-shot,safety helmet,corrosion resistant,composite,0.9305555555555556
3.0,zero-shot,safety helmet,high strength,steel,1.7183098591549295
3.0,zero-shot,safety helmet,high strength,aluminum,-0.7887323943661971
3.0,zero-shot,safety helmet,high strength,titanium,3.6338028169014085
3.0,zero-shot,safety helmet,high strength,glass,-3.3380281690140845
3.0,zero-shot,safety helmet,high strength,wood,-3.183098591549296
3.0,zero-shot,safety helmet,high strength,thermoplastic,1.2253521126760563
3.0,zero-shot,safety helmet,high strength,elastomer,0.7323943661971831
3.0,zero-shot,safety helmet,high strength,thermoset,1.9577464788732395
3.0,zero-shot,safety helmet,high strength,composite,1.7887323943661972
3.0,few-shot,kitchen utensil grip,lightweight,steel,-2.635135135135135
3.0,few-shot,kitchen utensil grip,lightweight,aluminum,1.2771084337349397
3.0,few-shot,kitchen utensil grip,lightweight,titanium,1.7640449438202248
3.0,few-shot,kitchen utensil grip,lightweight,glass,1.1139240506329113
3.0,few-shot,kitchen utensil grip,lightweight,wood,5.973684210526316
3.0,few-shot,kitchen utensil grip,lightweight,thermoplastic,5.753086419753086
3.0,few-shot,kitchen utensil grip,lightweight,elastomer,7.205479452054795
3.0,few-shot,kitchen utensil grip,lightweight,thermoset,3.3733333333333335
3.0,few-shot,kitchen utensil grip,lightweight,composite,-1.051948051948052
3.0,few-shot,kitchen utensil grip,heat resistant,steel,4.136986301369863
3.0,few-shot,kitchen utensil grip,heat resistant,aluminum,-1.2054794520547945
3.0,few-shot,kitchen utensil grip,heat resistant,titanium,4.041095890410959
3.0,few-shot,kitchen utensil grip,heat resistant,glass,-0.1506849315068493
3.0,few-shot,kitchen utensil grip,heat resistant,wood,-3.9726027397260273
3.0,few-shot,kitchen utensil grip,heat resistant,thermoplastic,3.6575342465753424
3.0,few-shot,kitchen utensil grip,heat resistant,elastomer,4.164383561643835
3.0,few-shot,kitchen utensil grip,heat resistant,thermoset,0.5753424657534246
3.0,few-shot,kitchen utensil grip,heat resistant,composite,0.1232876712328767
3.0,few-shot,kitchen utensil grip,corrosion resistant,steel,-2.5205479452054793
3.0,few-shot,kitchen utensil grip,corrosion resistant,aluminum,0.0684931506849315
3.0,few-shot,kitchen utensil grip,corrosion resistant,titanium,3.9452054794520546
3.0,few-shot,kitchen utensil grip,corrosion resistant,glass,-2.4794520547945207
3.0,few-shot,kitchen utensil grip,corrosion resistant,wood,-3.356164383561644
3.0,few-shot,kitchen utensil grip,corrosion resistant,thermoplastic,4.589041095890411
3.0,few-shot,kitchen utensil grip,corrosion resistant,elastomer,4.958904109589041
3.0,few-shot,kitchen utensil grip,corrosion resistant,thermoset,0.8082191780821918
3.0,few-shot,kitchen utensil grip,corrosion resistant,composite,1.3013698630136987
3.0,few-shot,kitchen utensil grip,high strength,steel,5.891891891891892
3.0,few-shot,kitchen utensil grip,high strength,aluminum,2.7432432432432434
3.0,few-shot,kitchen utensil grip,high strength,titanium,2.175675675675676
3.0,few-shot,kitchen utensil grip,high strength,glass,-4.472972972972973
3.0,few-shot,kitchen utensil grip,high strength,wood,-4.297297297297297
3.0,few-shot,kitchen utensil grip,high strength,thermoplastic,1.9864864864864864
3.0,few-shot,kitchen utensil grip,high strength,elastomer,2.918918918918919
3.0,few-shot,kitchen utensil grip,high strength,thermoset,-0.527027027027027
3.0,few-shot,kitchen utensil grip,high strength,composite,-0.44594594594594594
3.0,few-shot,spacecraft component,lightweight,steel,-0.9577464788732394
3.0,few-shot,spacecraft component,lightweight,aluminum,2.9295774647887325
