model_size,question_type,design,criteria,material,r2
1.7,chain-of-thought,underwater component,lightweight,elastomer,0.9257611806489432
1.7,chain-of-thought,underwater component,lightweight,thermoset,0.9732417942310958
1.7,chain-of-thought,underwater component,lightweight,composite,0.981755577341527
1.7,chain-of-thought,underwater component,heat resistant,steel,0.9769572711603012
1.7,chain-of-thought,underwater component,heat resistant,aluminum,0.9183167764259405
1.7,chain-of-thought,underwater component,heat resistant,titanium,0.9857174007849978
1.7,chain-of-thought,underwater component,heat resistant,glass,0.968480657446382
1.7,chain-of-thought,underwater component,heat resistant,wood,0.9777395154347559
1.7,chain-of-thought,underwater component,heat resistant,thermoplastic,0.9844611528822055
1.7,chain-of-thought,underwater component,heat resistant,elastomer,0.9657437189320498
1.7,chain-of-thought,underwater component,heat resistant,thermoset,0.9810916874777025
1.7,chain-of-thought,underwater component,heat resistant,composite,0.9836286162816775
1.7,chain-of-thought,underwater component,corrosion resistant,steel,0.9303845938323029
1.7,chain-of-thought,underwater component,corrosion resistant,aluminum,0.9867576726189046
1.7,chain-of-thought,underwater component,corrosion resistant,titanium,0.978649896083565
1.7,chain-of-thought,underwater component,corrosion resistant,glass,0.982080206415884
1.7,chain-of-thought,underwater component,corrosion resistant,wood,0.9769220010256888
1.7,chain-of-thought,underwater component,corrosion resistant,thermoplastic,0.9780505565380214
1.7,chain-of-thought,underwater component,corrosion resistant,elastomer,0.956414308289039
1.7,chain-of-thought,underwater component,corrosion resistant,thermoset,0.9788493150684932
1.7,chain-of-thought,underwater component,corrosion resistant,composite,0.9871574754481148
1.7,chain-of-thought,underwater component,high strength,steel,0.9701222962092527
1.7,chain-of-thought,underwater component,high strength,aluminum,0.9858867924528302
1.7,chain-of-thought,underwater component,high strength,titanium,0.9772741501283416
1.7,chain-of-thought,underwater component,high strength,glass,0.9533947952639369
1.7,chain-of-thought,underwater component,high strength,wood,0.9450415241817294
1.7,chain-of-thought,underwater component,high strength,thermoplastic,0.983419109420452
1.7,chain-of-thought,underwater component,high strength,elastomer,0.9813173022427334
1.7,chain-of-thought,underwater component,high strength,thermoset,0.9845125091272434
1.7,chain-of-thought,underwater component,high strength,composite,0.9840457555689344
1.7,chain-of-thought,safety helmet,lightweight,steel,0.9826745868555327
1.7,chain-of-thought,safety helmet,lightweight,aluminum,0.9832274011299436
1.7,chain-of-thought,safety helmet,lightweight,titanium,0.9725259122533012
1.7,chain-of-thought,safety helmet,lightweight,glass,0.9661354581673307
1.7,chain-of-thought,safety helmet,lightweight,wood,0.9612027158098932
1.7,chain-of-thought,safety helmet,lightweight,thermoplastic,0.9550768892190036
1.7,chain-of-thought,safety helmet,lightweight,elastomer,0.9430352786275801
1.7,chain-of-thought,safety helmet,lightweight,thermoset,0.9760299230850279
1.7,chain-of-thought,safety helmet,lightweight,composite,0.9828674911239783
1.7,chain-of-thought,safety helmet,heat resistant,steel,0.9601179789689664
1.7,chain-of-thought,safety helmet,heat resistant,aluminum,0.9515790723444673
1.7,chain-of-thought,safety helmet,heat resistant,titanium,0.9848
1.7,chain-of-thought,safety helmet,heat resistant,glass,0.931681946403385
1.7,chain-of-thought,safety helmet,heat resistant,wood,0.9697380920070566
1.7,chain-of-thought,safety helmet,heat resistant,thermoplastic,0.9858817899018903
1.7,chain-of-thought,safety helmet,heat resistant,elastomer,0.9290881304126337
1.7,chain-of-thought,safety helmet,heat resistant,thermoset,0.9857367593078133
1.7,chain-of-thought,safety helmet,heat resistant,composite,0.9705541386505913
1.7,chain-of-thought,safety helmet,corrosion resistant,steel,0.9813323322640093
1.7,chain-of-thought,safety helmet,corrosion resistant,aluminum,0.9855951478392722
1.7,chain-of-thought,safety helmet,corrosion resistant,titanium,0.980951187417758
1.7,chain-of-thought,safety helmet,corrosion resistant,glass,0.9851863265171359
1.7,chain-of-thought,safety helmet,corrosion resistant,wood,0.9703873502994012
1.7,chain-of-thought,safety helmet,corrosion resistant,thermoplastic,0.9747808008677574
1.7,chain-of-thought,safety helmet,corrosion resistant,elastomer,0.9616066903193107
1.7,chain-of-thought,safety helmet,corrosion resistant,thermoset,0.9707807216018296
1.7,chain-of-thought,safety helmet,corrosion resistant,composite,0.9834676254373856
1.7,chain-of-thought,safety helmet,high strength,steel,0.9857792396246493
1.7,chain-of-thought,safety helmet,high strength,aluminum,0.9850084199285333
1.7,chain-of-thought,safety helmet,high strength,titanium,0.9853858723909975
1.7,chain-of-thought,safety helmet,high strength,glass,0.9830675844442508
1.7,chain-of-thought,safety helmet,high strength,wood,0.9847079212967683
1.7,chain-of-thought,safety helmet,high strength,thermoplastic,0.9857985863432981
1.7,chain-of-thought,safety helmet,high strength,elastomer,0.9849400676160229
1.7,chain-of-thought,safety helmet,high strength,thermoset,0.978528773072747
1.7,chain-of-thought,safety helmet,high strength,composite,0.9858096828046745
4.0,agentic,kitchen utensil grip,lightweight,steel,0.9862386475131449
4.0,agentic,kitchen utensil grip,lightweight,aluminum,0.9725483178239084
4.0,agentic,kitchen utensil grip,lightweight,titanium,0.9769748248838338
4.0,agentic,kitchen utensil grip,lightweight,glass,0.9799547852298417
4.0,agentic,kitchen utensil grip,lightweight,wood,0.9199743918053778
4.0,agentic,kitchen utensil grip,lightweight,thermoplastic,0.9104979530453672
4.0,agentic,kitchen utensil grip,lightweight,elastomer,0.8958896179081436
4.0,agentic,kitchen utensil grip,lightweight,thermoset,0.9224403843872345
4.0,agentic,kitchen utensil grip,lightweight,composite,0.9797679262124368
4.0,agentic,kitchen utensil grip,heat resistant,steel,0.8717419434345923
4.0,agentic,kitchen utensil grip,heat resistant,aluminum,0.9839265726438325
4.0,agentic,kitchen utensil grip,heat resistant,titanium,0.9551918433056077
4.0,agentic,kitchen utensil grip,heat resistant,glass,0.9842599054043576
4.0,agentic,kitchen utensil grip,heat resistant,wood,0.962884670108541
4.0,agentic,kitchen utensil grip,heat resistant,thermoplastic,0.9697853381936007
4.0,agentic,kitchen utensil grip,heat resistant,elastomer,0.9731204527081649
4.0,agentic,kitchen utensil grip,heat resistant,thermoset,0.9475233455136013
4.0,agentic,kitchen utensil grip,heat resistant,composite,0.9862745098039216
4.0,agentic,kitchen utensil grip,corrosion resistant,steel,0.9786760458082713
4.0,agentic,kitchen utensil grip,corrosion resistant,aluminum,0.9740199406782689
4.0,agentic,kitchen utensil grip,corrosion resistant,titanium,0.9596555121048389
4.0,agentic,kitchen utensil grip,corrosion resistant,glass,0.9424010418722129
4.0,agentic,kitchen utensil grip,corrosion resistant,wood,0.9861213699801734
4.0,agentic,kitchen utensil grip,corrosion resistant,thermoplastic,0.9857832508284581
4.0,agentic,kitchen utensil grip,corrosion resistant,elastomer,0.9846619773348965
4.0,agentic,kitchen utensil grip,corrosion resistant,thermoset,0.94451871657754
4.0,agentic,kitchen utensil grip,corrosion resistant,composite,0.9481824339580041
4.0,agentic,kitchen utensil grip,high strength,steel,0.9346069957185557
4.0,agentic,kitchen utensil grip,high strength,aluminum,0.9838009236920108
4.0,agentic,kitchen utensil grip,high strength,titanium,0.9698643561930641
4.0,agentic,kitchen utensil grip,high strength,glass,0.9618602484988606
4.0,agentic,kitchen utensil grip,high strength,wood,0.9705789307181272
4.0,agentic,kitchen utensil grip,high strength,thermoplastic,0.9519923604479555
4.0,agentic,kitchen utensil grip,high strength,elastomer,0.9601129846785929
4.0,agentic,kitchen utensil grip,high strength,thermoset,0.9825372485295127
4.0,agentic,kitchen utensil grip,high strength,composite,0.9735509285312324
4.0,agentic,spacecraft component,lightweight,steel,0.9510450385645206
4.0,agentic,spacecraft component,lightweight,aluminum,0.9549485933792792
4.0,agentic,spacecraft component,lightweight,titanium,0.9758906699901156
4.0,agentic,spacecraft component,lightweight,glass,0.9698386367063792
4.0,agentic,spacecraft component,lightweight,wood,0.9445636249476769
4.0,agentic,spacecraft component,lightweight,thermoplastic,0.9855053707777922
4.0,agentic,spacecraft component,lightweight,elastomer,0.9797173437407605
4.0,agentic,spacecraft component,lightweight,thermoset,0.9856255329516385
4.0,agentic,spacecraft component,lightweight,composite,0.9668886325503356
4.0,agentic,spacecraft component,heat resistant,steel,0.9795652173913043
4.0,agentic,spacecraft component,heat resistant,aluminum,0.946237933900147
4.0,agentic,spacecraft component,heat resistant,titanium,0.9704655870445345
4.0,agentic,spacecraft component,heat resistant,glass,0.8166583470013549
4.0,agentic,spacecraft component,heat resistant,wood,0.9770380692975232
4.0,agentic,spacecraft component,heat resistant,thermoplastic,0.9570817823314782
4.0,agentic,spacecraft component,heat resistant,elastomer,0.9829790986859511
4.0,agentic,spacecraft component,heat resistant,thermoset,0.9298267326732673
4.0,agentic,spacecraft component,heat resistant,composite,0.9756499564622465
4.0,agentic,spacecraft component,corrosion resistant,steel,0.9852196800971856
4.0,agentic,spacecraft component,corrosion resistant,aluminum,0.9384426643573645
4.0,agentic,spacecraft component,corrosion resistant,titanium,0.972744151503899
4.0,agentic,spacecraft component,corrosion resistant,glass,0.9311711711711712
4.0,agentic,spacecraft component,corrosion resistant,wood,0.9781609195402299
4.0,agentic,spacecraft component,corrosion resistant,thermoplastic,0.9839448333947466
4.0,agentic,spacecraft component,corrosion resistant,elastomer,0.9619013062409288
4.0,agentic,spacecraft component,corrosion resistant,thermoset,0.9019152795561246
4.0,agentic,spacecraft component,corrosion resistant,composite,0.9575974175697487
4.0,agentic,spacecraft component,high strength,steel,0.9194038489364781
4.0,agentic,spacecraft component,high strength,aluminum,0.9861027355956362
4.0,agentic,spacecraft component,high strength,titanium,0.9752616555661275
4.0,agentic,spacecraft component,high strength,glass,0.9862849887799693
4.0,agentic,spacecraft component,high strength,wood,0.9735265400319546
4.0,agentic,spacecraft component,high strength,thermoplastic,0.965945297306244
4.0,agentic,spacecraft component,high strength,elastomer,0.9745558432282831
4.0,agentic,spacecraft component,high strength,thermoset,0.9537057895922505
4.0,agentic,spacecraft component,high strength,composite,0.9725875881860576
4.0,agentic,underwater component,lightweight,steel,0.9511105211928148
4.0,agentic,underwater component,lightweight,aluminum,0.9569878584345131
4.0,agentic,underwater component,lightweight,titanium,0.9802576789300935
4.0,agentic,underwater component,lightweight,glass,0.9574542284219704
4.0,agentic,underwater component,lightweight,wood,0.985489794689626
4.0,agentic,underwater component,lightweight,thermoplastic,0.9797869765190027
4.0,agentic,underwater component,lightweight,elastomer,0.8281093755387745
4.0,agentic,underwater component,lightweight,thermoset,0.9811989034715315
4.0,agentic,underwater component,lightweight,composite,0.9741995648119366
4.0,agentic,underwater component,heat resistant,steel,0.9669781366234237
4.0,agentic,underwater component,heat resistant,aluminum,0.9837258622614131
4.0,agentic,underwater component,heat resistant,titanium,0.9713257740950719
4.0,agentic,underwater component,heat resistant,glass,0.9784024854680297
4.0,agentic,underwater component,heat resistant,wood,0.9777395154347559
4.0,agentic,underwater component,heat resistant,thermoplastic,0.9791278195488722
4.0,agentic,underwater component,heat resistant,elastomer,0.983063046852156
4.0,agentic,underwater component,heat resistant,thermoset,0.9290046378879772
4.0,agentic,underwater component,heat resistant,composite,0.9813859609777977
4.0,agentic,underwater component,corrosion resistant,steel,0.9609428993032856
4.0,agentic,underwater component,corrosion resistant,aluminum,0.9867576726189046
4.0,agentic,underwater component,corrosion resistant,titanium,0.978649896083565
4.0,agentic,underwater component,corrosion resistant,glass,0.9424332530954516
4.0,agentic,underwater component,corrosion resistant,wood,0.9769220010256888
4.0,agentic,underwater component,corrosion resistant,thermoplastic,0.9869551648808904
4.0,agentic,underwater component,corrosion resistant,elastomer,0.9375664416032179
4.0,agentic,underwater component,corrosion resistant,thermoset,0.8832328767123288
4.0,agentic,underwater component,corrosion resistant,composite,0.9553945470778106
4.0,agentic,underwater component,high strength,steel,0.9265787526657092
4.0,agentic,underwater component,high strength,aluminum,0.9836477987421384
4.0,agentic,underwater component,high strength,titanium,0.9772741501283416
4.0,agentic,underwater component,high strength,glass,0.9856931425752343
4.0,agentic,underwater component,high strength,wood,0.9852087065081692
4.0,agentic,underwater component,high strength,thermoplastic,0.9690982322667263
4.0,agentic,underwater component,high strength,elastomer,0.9788883491215287
4.0,agentic,underwater component,high strength,thermoset,0.9516160024595519
4.0,agentic,underwater component,high strength,composite,0.9723810957254666
4.0,agentic,safety helmet,lightweight,steel,0.926700175158023
4.0,agentic,safety helmet,lightweight,aluminum,0.9493290960451978
4.0,agentic,safety helmet,lightweight,titanium,0.9787732500354962
4.0,agentic,safety helmet,lightweight,glass,0.9857370517928287
4.0,agentic,safety helmet,lightweight,wood,0.9776915615906887
4.0,agentic,safety helmet,lightweight,thermoplastic,0.9550768892190036
4.0,agentic,safety helmet,lightweight,elastomer,0.9621655113658366
4.0,agentic,safety helmet,lightweight,thermoset,0.9828785164893057
4.0,agentic,safety helmet,lightweight,composite,0.9665689708580552
4.0,agentic,safety helmet,heat resistant,steel,0.9601179789689664
4.0,agentic,safety helmet,heat resistant,aluminum,0.9859110337185373
4.0,agentic,safety helmet,heat resistant,titanium,0.9545454545454546
4.0,agentic,safety helmet,heat resistant,glass,0.7648095909732016
4.0,agentic,safety helmet,heat resistant,wood,0.9697380920070566
4.0,agentic,safety helmet,heat resistant,thermoplastic,0.9567839195979899
4.0,agentic,safety helmet,heat resistant,elastomer,0.9852521650534896
4.0,agentic,safety helmet,heat resistant,thermoset,0.9334294703723125
4.0,agentic,safety helmet,heat resistant,composite,0.9785918540845506
4.0,agentic,safety helmet,corrosion resistant,steel,0.98481332332264
4.0,agentic,safety helmet,corrosion resistant,aluminum,0.9388425574930502
4.0,agentic,safety helmet,corrosion resistant,titanium,0.966789899116486
4.0,agentic,safety helmet,corrosion resistant,glass,0.9031278202108692
4.0,agentic,safety helmet,corrosion resistant,wood,0.9715101047904192
4.0,agentic,safety helmet,corrosion resistant,thermoplastic,0.9858989424206815
4.0,agentic,safety helmet,corrosion resistant,elastomer,0.8962240243284338
4.0,agentic,safety helmet,corrosion resistant,thermoset,0.9430455197917427
4.0,agentic,safety helmet,corrosion resistant,composite,0.9662611152129947
4.0,agentic,safety helmet,high strength,steel,0.9084115313920866
4.0,agentic,safety helmet,high strength,aluminum,0.9850084199285333
4.0,agentic,safety helmet,high strength,titanium,0.9685062764614127
4.0,agentic,safety helmet,high strength,glass,0.9744271150997648
4.0,agentic,safety helmet,high strength,wood,0.9833826078091549
4.0,agentic,safety helmet,high strength,thermoplastic,0.9531158809415732
4.0,agentic,safety helmet,high strength,elastomer,0.9664993340846225
4.0,agentic,safety helmet,high strength,thermoset,0.9557274701411509
4.0,agentic,safety helmet,high strength,composite,0.978330550918197
4.0,zero-shot,kitchen utensil grip,lightweight,steel,0.9815089687790888
4.0,zero-shot,kitchen utensil grip,lightweight,aluminum,0.9863994273443092
4.0,zero-shot,kitchen utensil grip,lightweight,titanium,0.9839621332963451
4.0,zero-shot,kitchen utensil grip,lightweight,glass,0.9872645064054257
4.0,zero-shot,kitchen utensil grip,lightweight,wood,0.9629392516716461
4.0,zero-shot,kitchen utensil grip,lightweight,thermoplastic,0.9494318656529368
4.0,zero-shot,kitchen utensil grip,lightweight,elastomer,0.8958896179081436
4.0,zero-shot,kitchen utensil grip,lightweight,thermoset,0.9441214853482026
4.0,zero-shot,kitchen utensil grip,lightweight,composite,0.9870078349697511
4.0,zero-shot,kitchen utensil grip,heat resistant,steel,0.926951753034691
4.0,zero-shot,kitchen utensil grip,heat resistant,aluminum,0.9839265726438325
4.0,zero-shot,kitchen utensil grip,heat resistant,titanium,0.9749798765763349
4.0,zero-shot,kitchen utensil grip,heat resistant,glass,0.9633248042180352
4.0,zero-shot,kitchen utensil grip,heat resistant,wood,0.962884670108541
4.0,zero-shot,kitchen utensil grip,heat resistant,thermoplastic,0.9822397731875253
4.0,zero-shot,kitchen utensil grip,heat resistant,elastomer,0.9786221144345639
4.0,zero-shot,kitchen utensil grip,heat resistant,thermoset,0.9740154283394235
4.0,zero-shot,kitchen utensil grip,heat resistant,composite,0.9862745098039216
4.0,zero-shot,kitchen utensil grip,corrosion resistant,steel,0.9860162435858225
4.0,zero-shot,kitchen utensil grip,corrosion resistant,aluminum,0.9862952506879177
4.0,zero-shot,kitchen utensil grip,corrosion resistant,titanium,0.9596555121048389
4.0,zero-shot,kitchen utensil grip,corrosion resistant,glass,0.9424010418722129
4.0,zero-shot,kitchen utensil grip,corrosion resistant,wood,0.9703183921004549
4.0,zero-shot,kitchen utensil grip,corrosion resistant,thermoplastic,0.976291780877961
4.0,zero-shot,kitchen utensil grip,corrosion resistant,elastomer,0.9583577569363032
4.0,zero-shot,kitchen utensil grip,corrosion resistant,thermoset,0.9720489205783324
4.0,zero-shot,kitchen utensil grip,corrosion resistant,composite,0.9828121472115602
4.0,zero-shot,kitchen utensil grip,high strength,steel,0.9507229986267065
4.0,zero-shot,kitchen utensil grip,high strength,aluminum,0.9855472070954252
4.0,zero-shot,kitchen utensil grip,high strength,titanium,0.9786845446243624
4.0,zero-shot,kitchen utensil grip,high strength,glass,0.9618602484988606
4.0,zero-shot,kitchen utensil grip,high strength,wood,0.9840240430243594
4.0,zero-shot,kitchen utensil grip,high strength,thermoplastic,0.9864860954365252
4.0,zero-shot,kitchen utensil grip,high strength,elastomer,0.9796285200718994
4.0,zero-shot,kitchen utensil grip,high strength,thermoset,0.9828118920650906
4.0,zero-shot,kitchen utensil grip,high strength,composite,0.986092129592411
4.0,zero-shot,spacecraft component,lightweight,steel,0.9804779602765455
4.0,zero-shot,spacecraft component,lightweight,aluminum,0.9784487628516552
4.0,zero-shot,spacecraft component,lightweight,titanium,0.9821866001976879
4.0,zero-shot,spacecraft component,lightweight,glass,0.9698386367063792
4.0,zero-shot,spacecraft component,lightweight,wood,0.9721902469652575
4.0,zero-shot,spacecraft component,lightweight,thermoplastic,0.9724343212113369
4.0,zero-shot,spacecraft component,lightweight,elastomer,0.9797173437407605
4.0,zero-shot,spacecraft component,lightweight,thermoset,0.9446948471190157
4.0,zero-shot,spacecraft component,lightweight,composite,0.9668886325503356
4.0,zero-shot,spacecraft component,heat resistant,steel,0.9795652173913043
4.0,zero-shot,spacecraft component,heat resistant,aluminum,0.946237933900147
4.0,zero-shot,spacecraft component,heat resistant,titanium,0.9788663967611336
4.0,zero-shot,spacecraft component,heat resistant,glass,0.9630250303073522
4.0,zero-shot,spacecraft component,heat resistant,wood,0.9770380692975232
4.0,zero-shot,spacecraft component,heat resistant,thermoplastic,0.9830096192827922
4.0,zero-shot,spacecraft component,heat resistant,elastomer,0.9829129552870624
4.0,zero-shot,spacecraft component,heat resistant,thermoset,0.9862623762376238
4.0,zero-shot,spacecraft component,heat resistant,composite,0.9865965916158727
4.0,zero-shot,spacecraft component,corrosion resistant,steel,0.9852196800971856
4.0,zero-shot,spacecraft component,corrosion resistant,aluminum,0.9809843400447428
4.0,zero-shot,spacecraft component,corrosion resistant,titanium,0.972744151503899
4.0,zero-shot,spacecraft component,corrosion resistant,glass,0.9311711711711712
4.0,zero-shot,spacecraft component,corrosion resistant,wood,0.9781609195402299
4.0,zero-shot,spacecraft component,corrosion resistant,thermoplastic,0.9777070063694268
4.0,zero-shot,spacecraft component,corrosion resistant,elastomer,0.9619013062409288
4.0,zero-shot,spacecraft component,corrosion resistant,thermoset,0.9597737942808365
4.0,zero-shot,spacecraft component,corrosion resistant,composite,0.9575974175697487
4.0,zero-shot,spacecraft component,high strength,steel,0.9686731297930835
4.0,zero-shot,spacecraft component,high strength,aluminum,0.9806205800120608
4.0,zero-shot,spacecraft component,high strength,titanium,0.9832472475193693
4.0,zero-shot,spacecraft component,high strength,glass,0.9849415377347348
4.0,zero-shot,spacecraft component,high strength,wood,0.9735265400319546
4.0,zero-shot,spacecraft component,high strength,thermoplastic,0.9856208879877519
4.0,zero-shot,spacecraft component,high strength,elastomer,0.9745558432282831
4.0,zero-shot,spacecraft component,high strength,thermoset,0.9764136066681686
4.0,zero-shot,spacecraft component,high strength,composite,0.9725875881860576
4.0,zero-shot,underwater component,lightweight,steel,0.982036987877179
4.0,zero-shot,underwater component,lightweight,aluminum,0.9859209506587445
4.0,zero-shot,underwater component,lightweight,titanium,0.9847646107872434
4.0,zero-shot,underwater component,lightweight,glass,0.9574542284219704
4.0,zero-shot,underwater component,lightweight,wood,0.9768197964958757
4.0,zero-shot,underwater component,lightweight,thermoplastic,0.9553376906318083
4.0,zero-shot,underwater component,lightweight,elastomer,0.9653460225509465
4.0,zero-shot,underwater component,lightweight,thermoset,0.9616942820407074
4.0,zero-shot,underwater component,lightweight,composite,0.981755577341527
4.0,zero-shot,underwater component,heat resistant,steel,0.9834890683117119
4.0,zero-shot,underwater component,heat resistant,aluminum,0.9837258622614131
4.0,zero-shot,underwater component,heat resistant,titanium,0.9805931094635848
4.0,zero-shot,underwater component,heat resistant,glass,0.9784024854680297
4.0,zero-shot,underwater component,heat resistant,wood,0.9777395154347559
4.0,zero-shot,underwater component,heat resistant,thermoplastic,0.9859849624060151
4.0,zero-shot,underwater component,heat resistant,elastomer,0.9864369419015272
4.0,zero-shot,underwater component,heat resistant,thermoset,0.9618266143417766
4.0,zero-shot,underwater component,heat resistant,composite,0.985921108370088
4.0,zero-shot,underwater component,corrosion resistant,steel,0.9849263126435923
4.0,zero-shot,underwater component,corrosion resistant,aluminum,0.9867576726189046
4.0,zero-shot,underwater component,corrosion resistant,titanium,0.978649896083565
4.0,zero-shot,underwater component,corrosion resistant,glass,0.9424332530954516
4.0,zero-shot,underwater component,corrosion resistant,wood,0.9769220010256888
4.0,zero-shot,underwater component,corrosion resistant,thermoplastic,0.9687298450015603
4.0,zero-shot,underwater component,corrosion resistant,elastomer,0.980663697744577
4.0,zero-shot,underwater component,corrosion resistant,thermoset,0.9534246575342465
4.0,zero-shot,underwater component,corrosion resistant,composite,0.9824874665201566
4.0,zero-shot,underwater component,high strength,steel,0.9701222962092527
4.0,zero-shot,underwater component,high strength,aluminum,0.9836477987421384
4.0,zero-shot,underwater component,high strength,titanium,0.9838164402429099
4.0,zero-shot,underwater component,high strength,glass,0.9856931425752343
4.0,zero-shot,underwater component,high strength,wood,0.9856158063290452
4.0,zero-shot,underwater component,high strength,thermoplastic,0.9858133810695905
4.0,zero-shot,underwater component,high strength,elastomer,0.9838069791919682
4.0,zero-shot,underwater component,high strength,thermoset,0.9735213865723839
4.0,zero-shot,underwater component,high strength,composite,0.9795492173389524
4.0,zero-shot,safety helmet,lightweight,steel,0.957314751351763
4.0,zero-shot,safety helmet,lightweight,aluminum,0.9832274011299436
4.0,zero-shot,safety helmet,lightweight,titanium,0.9858724975152634
4.0,zero-shot,safety helmet,lightweight,glass,0.9701195219123506
4.0,zero-shot,safety helmet,lightweight,wood,0.9776915615906887
4.0,zero-shot,safety helmet,lightweight,thermoplastic,0.8902093477483426
4.0,zero-shot,safety helmet,lightweight,elastomer,0.9183286217712892
4.0,zero-shot,safety helmet,lightweight,thermoset,0.9760299230850279
4.0,zero-shot,safety helmet,lightweight,composite,0.9665689708580552
4.0,zero-shot,safety helmet,heat resistant,steel,0.9601179789689664
4.0,zero-shot,safety helmet,heat resistant,aluminum,0.9846643976571158
4.0,zero-shot,safety helmet,heat resistant,titanium,0.9545454545454546
4.0,zero-shot,safety helmet,heat resistant,glass,0.9803420310296191
4.0,zero-shot,safety helmet,heat resistant,wood,0.9855136382141403
4.0,zero-shot,safety helmet,heat resistant,thermoplastic,0.978128738932759
4.0,zero-shot,safety helmet,heat resistant,elastomer,0.9856342333163525
4.0,zero-shot,safety helmet,heat resistant,thermoset,0.9655217619297326
4.0,zero-shot,safety helmet,heat resistant,composite,0.9855475693639385
4.0,zero-shot,safety helmet,corrosion resistant,steel,0.9849498327759197
4.0,zero-shot,safety helmet,corrosion resistant,aluminum,0.9759919130654536
4.0,zero-shot,safety helmet,corrosion resistant,titanium,0.966789899116486
4.0,zero-shot,safety helmet,corrosion resistant,glass,0.9031278202108692
4.0,zero-shot,safety helmet,corrosion resistant,wood,0.9846089071856288
4.0,zero-shot,safety helmet,corrosion resistant,thermoplastic,0.9747808008677574
4.0,zero-shot,safety helmet,corrosion resistant,elastomer,0.9742777496198682
4.0,zero-shot,safety helmet,corrosion resistant,thermoset,0.9707807216018296
4.0,zero-shot,safety helmet,corrosion resistant,composite,0.9774967095759366
4.0,zero-shot,safety helmet,high strength,steel,0.9808455064332011
4.0,zero-shot,safety helmet,high strength,aluminum,0.983776235265125
4.0,zero-shot,safety helmet,high strength,titanium,0.9767696650077992
4.0,zero-shot,safety helmet,high strength,glass,0.9840695884522669
4.0,zero-shot,safety helmet,high strength,wood,0.9858548271995107
4.0,zero-shot,safety helmet,high strength,thermoplastic,0.9786654561960962
4.0,zero-shot,safety helmet,high strength,elastomer,0.9857852679028788
4.0,zero-shot,safety helmet,high strength,thermoset,0.978528773072747
4.0,zero-shot,safety helmet,high strength,composite,0.978330550918197
4.0,few-shot,kitchen utensil grip,lightweight,steel,0.9815089687790888
4.0,few-shot,kitchen utensil grip,lightweight,aluminum,0.9659269863994273
4.0,few-shot,kitchen utensil grip,lightweight,titanium,0.9839621332963451
4.0,few-shot,kitchen utensil grip,lightweight,glass,0.9799547852298417
4.0,few-shot,kitchen utensil grip,lightweight,wood,0.9757433489827856
4.0,few-shot,kitchen utensil grip,lightweight,thermoplastic,0.9104979530453672
4.0,few-shot,kitchen utensil grip,lightweight,elastomer,0.8644024186285861
4.0,few-shot,kitchen utensil grip,lightweight,thermoset,0.9613536599833906
4.0,few-shot,kitchen utensil grip,lightweight,composite,0.9852970346127145
4.0,few-shot,kitchen utensil grip,heat resistant,steel,0.926951753034691
4.0,few-shot,kitchen utensil grip,heat resistant,aluminum,0.9573987015894336
4.0,few-shot,kitchen utensil grip,heat resistant,titanium,0.9663100348806011
4.0,few-shot,kitchen utensil grip,heat resistant,glass,0.9633248042180352
4.0,few-shot,kitchen utensil grip,heat resistant,wood,0.9731899670718321
4.0,few-shot,kitchen utensil grip,heat resistant,thermoplastic,0.9758606723369785
4.0,few-shot,kitchen utensil grip,heat resistant,elastomer,0.9840788646366657
4.0,few-shot,kitchen utensil grip,heat resistant,thermoset,0.9740154283394235
4.0,few-shot,kitchen utensil grip,heat resistant,composite,0.9862745098039216
4.0,few-shot,kitchen utensil grip,corrosion resistant,steel,0.9834335814048323
4.0,few-shot,kitchen utensil grip,corrosion resistant,aluminum,0.9807204374084265
4.0,few-shot,kitchen utensil grip,corrosion resistant,titanium,0.9596555121048389
4.0,few-shot,kitchen utensil grip,corrosion resistant,glass,0.9684478471920754
4.0,few-shot,kitchen utensil grip,corrosion resistant,wood,0.9703183921004549
4.0,few-shot,kitchen utensil grip,corrosion resistant,thermoplastic,0.954854150472528
4.0,few-shot,kitchen utensil grip,corrosion resistant,elastomer,0.9583577569363032
4.0,few-shot,kitchen utensil grip,corrosion resistant,thermoset,0.9803921568627451
4.0,few-shot,kitchen utensil grip,corrosion resistant,composite,0.9828121472115602
4.0,few-shot,kitchen utensil grip,high strength,steel,0.981137410130059
4.0,few-shot,kitchen utensil grip,high strength,aluminum,0.9838009236920108
4.0,few-shot,kitchen utensil grip,high strength,titanium,0.9786845446243624
4.0,few-shot,kitchen utensil grip,high strength,glass,0.9838159711248982
4.0,few-shot,kitchen utensil grip,high strength,wood,0.9840240430243594
4.0,few-shot,kitchen utensil grip,high strength,thermoplastic,0.9780362878722111
4.0,few-shot,kitchen utensil grip,high strength,elastomer,0.9864760763502525
4.0,few-shot,kitchen utensil grip,high strength,thermoset,0.9861076144920239
4.0,few-shot,kitchen utensil grip,high strength,composite,0.9858777500870917
4.0,few-shot,spacecraft component,lightweight,steel,0.9510450385645206
4.0,few-shot,spacecraft component,lightweight,aluminum,0.9687041012314993
4.0,few-shot,spacecraft component,lightweight,titanium,0.9821866001976879
4.0,few-shot,spacecraft component,lightweight,glass,0.9698386367063792
4.0,few-shot,spacecraft component,lightweight,wood,0.9721902469652575
